stations,n,n.samples,kim,hub,sch,ley,logbox
USC00336196,1040,80,15,26.3333,8,5.3333,0
USC00336196,1080,90,15.6667,29.6667,9,6,0.3333
USC00336196,1000,100,22.6667,37,15.6667,10,0
USC00336465,1000,10,69.3333,81.3333,58.6667,40.3333,0
USC00336465,1000,20,39,56,25.3333,21,0
USC00336465,1020,30,34,58.6667,26.6667,14,0.3333
USC00336465,1000,40,25.6667,42.3333,16.6667,12,0
USC00336465,1000,50,27,46.6667,20.3333,13.3333,0.3333
USC00336465,1020,60,18.3333,35.3333,12,6,0
USC00336465,1050,70,23.3333,38.6667,14.6667,12,0.3333
USC00336465,1040,80,24,37.6667,14.6667,10,0
USC00336465,1080,90,23.3333,37.3333,12,10.6667,0
USC00336465,1000,100,12.6667,24.3333,7.3333,6,0
USC00336600,1000,10,60.6667,78,48.3333,26.3333,0
USC00336600,1000,20,46.6667,64,32.3333,19.6667,0
USC00336600,1020,30,38.3333,57.3333,25.6667,18,0
USC00336600,1000,40,35.3333,58.3333,26.3333,14.6667,0
USC00336600,1000,50,28.3333,46,18,13.3333,0
USC00336600,1020,60,24.6667,45,16.6667,11.6667,0
USC00336600,1050,70,32.3333,51,22.3333,14.6667,0
USC00336600,1040,80,23.6667,37,13.3333,10.6667,0
USC00336600,1080,90,28.3333,32,18,13,0.3333
USC00336600,1000,100,24,33.6667,13.6667,10.3333,0.6667
USC00336781,1000,10,57.6667,74.6667,47.6667,32,0
USC00336781,1000,20,39.3333,62.3333,28.3333,19.3333,0
USC00336781,1020,30,37,53,27.3333,18.6667,0
USC00336781,1000,40,27,51,17,13.6667,0
USC00336781,1000,50,27,43,19.6667,11.3333,0
USC00336781,1020,60,25,34,13.3333,12.3333,0
USC00336781,1050,70,27,45.3333,15.3333,13.6667,0
USC00336781,1040,80,31,38,20.3333,16.3333,1
USC00336781,1080,90,23.3333,28,11.6667,8.3333,0.3333
USC00336781,1000,100,25.3333,41.3333,15.6667,12,0
USC00338313,1000,10,66.6667,75.3333,52.6667,30.6667,0.3333
USC00338313,1000,20,37.6667,61.6667,27.6667,15,0.3333
USC00338313,1020,30,27.3333,48,18.3333,10,0
USC00338313,1000,40,28,42,17,9.6667,0
USC00338313,1000,50,18.3333,33,12,9.3333,0
USC00338313,1020,60,17,28,9.6667,7.3333,0
USC00338313,1050,70,23.6667,39.3333,13,12.3333,0
USC00338313,1040,80,19.6667,33,10.3333,7.6667,0
USC00338313,1080,90,15.6667,28.6667,8.6667,8,0
USC00338313,1000,100,15,30.6667,9.3333,5.6667,0
USC00338366,1000,10,59.3333,73.6667,46.3333,36.6667,0
USC00338366,1000,20,36.6667,57.6667,27.6667,14,0
USC00338366,1020,30,29,55.6667,20,9.3333,0
USC00338366,1000,40,30,45,19.6667,11,0
USC00338366,1000,50,15.6667,34,9.3333,8.6667,0
USC00338366,1020,60,18.3333,36.6667,10.6667,8.3333,0
USC00338366,1050,70,16.6667,31.3333,12,7,0
USC00338366,1040,80,16.6667,27.3333,6,4.6667,0
USC00338366,1080,90,15.6667,29.6667,7.6667,8.3333,0
USC00338366,1000,100,18.6667,34.3333,9,6.6667,0
USC00338534,1000,10,61.3333,75.3333,47.3333,27.6667,0
USC00338534,1000,20,41,66,30.6667,18,0
USC00338534,1020,30,36.3333,61.6667,24,13.3333,0
USC00338534,1000,40,26.6667,55,17,10.6667,0
USC00338534,1000,50,23,43.6667,13,9,0
USC00338534,1020,60,19.6667,38,12.6667,9,0
USC00338534,1050,70,19.6667,38.6667,12,9.6667,0.6667
USC00338534,1040,80,22,34,13.3333,8.6667,0.6667
USC00338534,1080,90,19.6667,30.3333,11.3333,8.3333,0.3333
USC00338534,1000,100,22.6667,37,12.3333,9,0
USC00338552,1000,10,58,76.3333,47,35,0
USC00338552,1000,20,43,59.3333,32,20.3333,0.3333
USC00338552,1020,30,36,55,23.6667,12.6667,0
USC00338552,1000,40,29.3333,49,21,11,0
USC00338552,1000,50,22,44.3333,16.3333,12.3333,0
USC00338552,1020,60,27.3333,39,17.6667,12.6667,0
USC00338552,1050,70,27.3333,44.6667,18,12.6667,0
USC00338552,1040,80,22,34.3333,14.6667,13,0.6667
USC00338552,1080,90,24.3333,41,13.6667,10,0
USC00338552,1000,100,20.3333,33.3333,11,8.6667,0
USC00338609,1000,10,58.3333,81.3333,49.6667,33,0
USC00338609,1000,20,30.3333,60,23,15,0
USC00338609,1020,30,26,44,16,9,0
USC00338609,1000,40,20.6667,32.6667,11.6667,10.3333,0
USC00338609,1000,50,23.3333,46.3333,14,10.6667,0.3333
USC00338609,1020,60,30,44,20.3333,17,0.3333
USC00338609,1050,70,21,35.6667,9,6.3333,0
USC00338609,1040,80,16,32.3333,10,7.6667,0.6667
USC00338609,1080,90,17.3333,34.6667,10,9,0
USC00338609,1000,100,13.6667,21,8.6667,7,0
USC00338769,1000,10,62.6667,77,51,29.6667,0
USC00338769,1000,20,40,63.6667,30,20.3333,0.3333
USC00338769,1020,30,30.6667,51.3333,21.6667,14.6667,0.3333
USC00338769,1000,40,29.6667,52.3333,21.6667,9.6667,0
USC00338769,1000,50,21,39.6667,13,10,0
USC00338769,1020,60,20.3333,28.6667,13,8.6667,0.3333
USC00338769,1050,70,24.6667,45.3333,17.3333,12.3333,0
USC00338769,1040,80,18,32.3333,11,8.3333,0
USC00338769,1080,90,18.6667,37.3333,11,9,0
USC00338769,1000,100,18,28.3333,9.6667,7,0
USC00338794,1000,10,67,83.3333,53,36.6667,0
USC00338794,1000,20,49.6667,68.3333,36.3333,23.3333,0
USC00338794,1020,30,41.6667,57.6667,30.3333,13.6667,0
USC00338794,1000,40,36.6667,58.3333,24.6667,21.6667,0
USC00338794,1000,50,30,47.3333,20.3333,14,0
USC00338794,1020,60,23.6667,39.3333,14.3333,13.6667,0
USC00338794,1050,70,29.6667,48.3333,21.3333,15.3333,0
USC00338794,1040,80,27.6667,38.3333,18.3333,13.6667,0.6667
USC00338794,1080,90,23.3333,33.6667,14,11.3333,0.3333
USC00338794,1000,100,23,40,15.3333,14,0
USC00338822,1000,10,56.6667,71.3333,44.6667,30.6667,0
USC00338822,1000,20,43.3333,66.6667,30,16.3333,0
USC00338822,1020,30,27,46.3333,17,11.6667,0
USC00338822,1000,40,27.3333,46.6667,19,11.3333,0
USC00338822,1000,50,25,41.3333,14.3333,10.6667,0
USC00338822,1020,60,24.6667,42.6667,14.6667,11.6667,0
USC00338822,1050,70,15,26.3333,8.6667,5.3333,0.3333
USC00338822,1040,80,26.6667,41,16,9.6667,0
USC00338822,1080,90,18.6667,31.6667,12.6667,8.3333,0
USC00338822,1000,100,15.6667,21.6667,7.6667,7.6667,0
USC00338830,1000,10,63.3333,79.3333,53.6667,37.3333,0.3333
USC00338830,1000,20,48,71.3333,35.3333,21.3333,0
USC00338830,1020,30,40.3333,61.6667,27.6667,24,0.3333
USC00338830,1000,40,33,46,22,14.3333,0
USC00338830,1000,50,37.3333,60,23.6667,13.3333,0
USC00338830,1020,60,30,41.3333,19.3333,15,0.3333
USC00338830,1050,70,29,37.6667,20,15.3333,0
USC00338830,1040,80,25.3333,42.6667,14,11.6667,0.3333
USC00338830,1080,90,24,40,17,16,0.3333
USC00338830,1000,100,24.6667,33.3333,15.3333,11.6667,0.6667
USC00339219,1000,10,62,81.6667,52,30.3333,0
USC00339219,1000,20,34,58.6667,22,14.6667,0
USC00339219,1020,30,34.6667,61,24.6667,13.6667,0
USC00339219,1000,40,32,55.6667,25,16.6667,0
USC00339219,1000,50,26,40.6667,16.6667,8,0
USC00339219,1020,60,35.6667,48.6667,22.6667,19.6667,0.3333
USC00339219,1050,70,20,29.3333,10.6667,8.6667,0
USC00339219,1040,80,18.3333,30.3333,11,9,0.3333
USC00339219,1080,90,23.6667,31.3333,11.6667,12.6667,0.3333
USC00339219,1000,100,25.3333,41.3333,17.3333,16,0
USC00339312,1000,10,62.3333,75.6667,47,34,0
USC00339312,1000,20,42.3333,63,29.3333,19.6667,0
USC00339312,1020,30,27.6667,45.3333,20,10.3333,0
USC00339312,1000,40,24.3333,46.3333,17.6667,10,0
USC00339312,1000,50,19.3333,28.6667,11.6667,9,0
USC00339312,1020,60,27.6667,52,19,15.3333,0
USC00339312,1050,70,20.3333,34,10.3333,9,0.3333
USC00339312,1040,80,26,42.6667,17,11,0
USC00339312,1080,90,17.3333,30.3333,8.6667,7.6667,0
USC00339312,1000,100,20,33,12.3333,11.3333,0
USC00339361,1000,10,61.6667,76,48.3333,35.3333,0
USC00339361,1000,20,48.6667,71.6667,36,23.6667,0
USC00339361,1020,30,38.3333,52.3333,27,23.3333,0
USC00339361,1000,40,27,43.6667,18.6667,16,0
USC00339361,1000,50,27.3333,47.6667,20.6667,13.3333,0
USC00339361,1020,60,25.6667,41,12.6667,12.3333,0
USC00339361,1050,70,31.6667,53,20,17,0.3333
USC00339361,1040,80,26,45,17.6667,13.3333,0.6667
USC00339361,1080,90,23.6667,36,14,12.3333,0
USC00339361,1000,100,19.3333,28.3333,10.6667,9.6667,0
USC00340017,1000,10,72.6667,87.6667,59,38.6667,0
USC00340017,1000,20,69.3333,89.6667,55.6667,38.3333,0.6667
USC00340017,1020,30,52.6667,75.3333,42.6667,31,0.6667
USC00340017,1000,40,57,71.6667,42,38.6667,0.3333
USC00340017,1000,50,53.3333,63.3333,39,29,0
USC00340017,1020,60,40,63.6667,29.3333,25.6667,0.3333
USC00340017,1050,70,44.6667,58.6667,33,29.3333,0.6667
USC00340017,1040,80,44.3333,56.3333,28,29,0.3333
USC00340017,1080,90,44.6667,58.6667,29.6667,32,0.3333
USC00340017,1000,100,41.6667,51.3333,27.3333,21.6667,0
USC00340179,1000,10,75,89.6667,63.3333,41.6667,0
USC00340179,1000,20,63.6667,76.3333,47,41,0.3333
USC00340179,1020,30,52,77.3333,38.3333,27.6667,0.3333
USC00340179,1000,40,38,60.6667,24,21.3333,0
USC00340179,1000,50,51.3333,67.3333,37.6667,32,1
USC00340179,1020,60,53.3333,73,41.3333,37,0.3333
USC00340179,1050,70,48.3333,71.6667,34,32,0.6667
USC00340179,1040,80,41.3333,55.3333,27.3333,23,0.3333
USC00340179,1080,90,36,62.3333,27.3333,29.3333,0
USC00340179,1000,100,44.3333,56,31,27.6667,0
USC00340193,1000,10,64,81.6667,52.3333,45.3333,0.3333
USC00340193,1000,20,50,64.6667,35.6667,24.6667,0
USC00340193,1020,30,45,66,30.3333,23.6667,0
USC00340193,1000,40,37.3333,60.6667,26.6667,16,0
USC00340193,1000,50,24.6667,50,17.3333,16,0
USC00340193,1020,60,31,53.6667,19.6667,15.6667,0
USC00340193,1050,70,31.6667,50.6667,18.6667,16.3333,0
USC00340193,1040,80,30.6667,50.3333,19.6667,16.3333,0.3333
USC00340193,1080,90,36.6667,47.6667,24,21.3333,0
USC00340193,1000,100,22.3333,32.3333,15.3333,14,0
USC00340224,1000,10,72,80.6667,60.6667,46,0
USC00340224,1000,20,50,77,35.6667,28.6667,0
USC00340224,1020,30,51.3333,73,34.6667,30,0
USC00340224,1000,40,32,52.6667,20,18.6667,0
USC00340224,1000,50,41.6667,57,27.3333,19,0.3333
USC00340224,1020,60,39.3333,59,30.3333,25.3333,0
USC00340224,1050,70,41.6667,52.3333,26,22,0
USC00340224,1040,80,45,50.6667,30.3333,26,0.3333
USC00340224,1080,90,44.3333,55.6667,27.6667,24.6667,0
USC00340224,1000,100,34.6667,45.6667,21.6667,20.3333,0
USC00340256,1000,10,78.6667,90,65.6667,52.6667,0
USC00340256,1000,20,74,88,57.6667,48,0.6667
USC00340256,1020,30,57,74,41.6667,36.3333,0.6667
USC00340256,1000,40,55.3333,74,42.6667,32.6667,0.3333
USC00340256,1000,50,56,75.3333,43.6667,34.6667,0
USC00340256,1020,60,52.6667,65,35.3333,32.6667,0
USC00340256,1050,70,53.3333,71.3333,37.6667,32.6667,0
USC00340256,1040,80,49.3333,63.3333,37,32.6667,0.3333
USC00340256,1080,90,42.3333,53.6667,29.6667,28,0
USC00340256,1000,100,41.6667,56.3333,30.3333,30,0
USC00340292,1000,10,79.6667,91.3333,65,44.3333,0.3333
USC00340292,1000,20,55.6667,74,41.6667,31.6667,0.6667
USC00340292,1020,30,58,80.6667,47,38,0.3333
USC00340292,1000,40,63,79.3333,46.3333,36,0
USC00340292,1000,50,45,59.3333,34,32,0
USC00340292,1020,60,57.3333,70.6667,41.6667,33,0
USC00340292,1050,70,47.3333,55.6667,28.6667,28.3333,0
USC00340292,1040,80,56,70.3333,38.6667,36,0.3333
USC00340292,1080,90,50.3333,64,33.6667,30.6667,0.3333
USC00340292,1000,100,51.6667,63.3333,32.3333,32.6667,0.3333
USC00340593,1000,10,70.6667,84.3333,57,44.3333,0
USC00340593,1000,20,40.6667,66,30.6667,21,0
USC00340593,1020,30,43,67,29,22.3333,0
USC00340593,1000,40,34.6667,57,23.3333,22.3333,0.6667
USC00340593,1000,50,30.3333,46.3333,20,13.6667,0
USC00340593,1020,60,29.6667,45.3333,19.6667,19.3333,0
USC00340593,1050,70,36.3333,51,28.3333,21.3333,0
USC00340593,1040,80,29.6667,41.6667,20,16.6667,0.6667
USC00340593,1080,90,30.6667,46,19.6667,17.6667,0
USC00340593,1000,100,28.6667,41.6667,15.6667,16,0.3333
USC00340908,1000,10,66.3333,69.6667,52,41.3333,0
USC00340908,1000,20,59,82,49.6667,35.3333,0
USC00340908,1020,30,45,61,32,26.3333,0.3333
USC00340908,1000,40,46.6667,65.6667,31,23.6667,0.3333
USC00340908,1000,50,46.3333,68.3333,34,27.6667,1.3333
USC00340908,1020,60,40.6667,55.3333,29.3333,23,0
USC00340908,1050,70,39.6667,54.3333,24.3333,21,0
USC00340908,1040,80,38,54,26.6667,20.3333,0.3333
USC00340908,1080,90,37.6667,47,24,21.6667,0.6667
USC00340908,1000,100,32.6667,47.3333,22.6667,20.3333,0
USC00341243,1000,10,65.3333,75.6667,53.3333,37.3333,0
USC00341243,1000,20,49.3333,72.6667,36.6667,20,0
USC00341243,1020,30,40.6667,59.6667,29,18.3333,0
USC00341243,1000,40,38.6667,54.6667,26.6667,18.6667,0.3333
USC00341243,1000,50,38,58,28.6667,21,0
USC00341243,1020,60,30.3333,48.3333,19.6667,13.6667,0.3333
USC00341243,1050,70,26.6667,40.3333,15.3333,15,0.3333
USC00341243,1040,80,31,49.3333,20.3333,20,0.3333
USC00341243,1080,90,28,42.6667,17.3333,15.3333,0.3333
USC00341243,1000,100,23.6667,39.3333,14.6667,13.3333,0
USC00341684,1000,10,69.6667,84,56.6667,40.6667,0
USC00341684,1000,20,43.6667,65.6667,32.6667,21,0
USC00341684,1020,30,61,74,45.3333,30.6667,0
USC00341684,1000,40,49,59.6667,32.6667,30.6667,0
USC00341684,1000,50,49.3333,64,32.6667,27,0
USC00341684,1020,60,36.3333,44.3333,23.3333,20.3333,0.3333
USC00341684,1050,70,47.3333,61.6667,34.6667,23.3333,0.6667
USC00341684,1040,80,43.3333,53.3333,28.3333,26,0
USC00341684,1080,90,44.6667,59.6667,26,24,0
USC00341684,1000,100,30,47.3333,20.3333,15,0
USC00341706,1000,10,81.6667,91.3333,66.6667,46,0
USC00341706,1000,20,62,83,43.6667,36.6667,0
USC00341706,1020,30,51,75.6667,39,26.3333,0
USC00341706,1000,40,51.3333,68.3333,35.6667,34,0
USC00341706,1000,50,40.6667,56.6667,26,23.3333,0
USC00341706,1020,60,37.6667,51,27,22.6667,0.3333
USC00341706,1050,70,32,48.6667,21,18.3333,0.3333
USC00341706,1040,80,42.6667,57.6667,28.6667,25.3333,0.6667
USC00341706,1080,90,33.6667,50.3333,25,17.6667,0.3333
USC00341706,1000,100,35.6667,45.3333,24.6667,22.3333,0.6667
USC00341828,1000,10,74.3333,86.3333,59.3333,43.3333,0
USC00341828,1000,20,60.6667,80,47.6667,35,0
USC00341828,1020,30,45,62,30.3333,20.6667,0.6667
USC00341828,1000,40,52.3333,71,40,29.6667,0
USC00341828,1000,50,41,56.3333,29.6667,25.3333,0.3333
USC00341828,1020,60,44.6667,58.6667,30,23.6667,0
USC00341828,1050,70,39,56.3333,24,22.3333,0.3333
USC00341828,1040,80,41,47.3333,27.3333,24,0
USC00341828,1080,90,32,46.6667,22,24.3333,0
USC00341828,1000,100,29.6667,43.3333,19,14.6667,0
USC00342678,1000,10,88.6667,93,72.6667,50.3333,0
USC00342678,1000,20,62,83.6667,48.6667,35,0
USC00342678,1020,30,55,78.6667,39,33.6667,0.3333
USC00342678,1000,40,52.6667,71,38,34.6667,0.3333
USC00342678,1000,50,46.6667,60,33.3333,31.6667,1
USC00342678,1020,60,43.6667,59.6667,31.3333,26.3333,0.3333
USC00342678,1050,70,49.6667,63,36.6667,33,0.6667
USC00342678,1040,80,49.3333,63,35,30.3333,0.6667
USC00342678,1080,90,39,53.3333,25.3333,26,0.6667
USC00342678,1000,100,41,53.3333,30,27.6667,0
USC00342818,1000,10,72.6667,78.3333,59.3333,44,0
USC00342818,1000,20,53,70.3333,39.3333,28,0
USC00342818,1020,30,47.6667,67.3333,37.6667,21,0.3333
USC00342818,1000,40,39.6667,57.3333,24.3333,19.6667,0
USC00342818,1000,50,34.3333,46.6667,22.3333,22,0.6667
USC00342818,1020,60,43.3333,66,30.3333,24,0.3333
USC00342818,1050,70,37.3333,52.6667,20.3333,18.6667,0
USC00342818,1040,80,40,58.6667,26,22.6667,0.3333
USC00342818,1080,90,40.3333,53.6667,26.3333,23.6667,1
USC00342818,1000,100,33.6667,51.3333,21,17.6667,0
USC00342849,1000,10,72.6667,84.6667,58.3333,37,0
USC00342849,1000,20,63.6667,76,47.6667,27.6667,0
USC00342849,1020,30,51.6667,68.6667,35.6667,23,0
USC00342849,1000,40,52.3333,70.3333,37,24,0.3333
USC00342849,1000,50,38.6667,53.3333,27.3333,23,0
USC00342849,1020,60,43.6667,57.3333,31.6667,22.3333,0.3333
USC00342849,1050,70,42,56.6667,26.3333,28,0.3333
USC00342849,1040,80,44.3333,57.3333,31.6667,29.6667,0
USC00342849,1080,90,45.3333,58.6667,33,30.3333,0.3333
USC00342849,1000,100,33.3333,40.3333,23.6667,20,0.3333
USC00342912,1000,10,75,84.6667,61.3333,43.3333,0.3333
USC00342912,1000,20,46,69,33,24.3333,0
USC00342912,1020,30,39,61,28,20,0
USC00342912,1000,40,34,51.6667,21.3333,19,0
USC00342912,1000,50,35.3333,55.3333,22.6667,18,0
USC00342912,1020,60,40.3333,51.6667,24.3333,19.3333,0.3333
USC00342912,1050,70,31.6667,44,20.6667,22.3333,0.6667
USC00342912,1040,80,33.3333,45.3333,22.3333,19,0.3333
USC00342912,1080,90,31,44,18.6667,19.3333,0
USC00342912,1000,100,23.3333,40.3333,13,14.6667,0
USC00342944,1000,10,77.3333,88.3333,62.3333,42.6667,0
USC00342944,1000,20,53.6667,76,40.3333,33,0
USC00342944,1020,30,45.6667,62,31.3333,21,0
USC00342944,1000,40,44.6667,57.6667,34.3333,26.3333,0
USC00342944,1000,50,47,59.3333,31,25,0
USC00342944,1020,60,46.3333,65.3333,28,27,0.3333
USC00342944,1050,70,37.6667,45.6667,25,23.6667,0.3333
USC00342944,1040,80,38.6667,56.6667,27,24.3333,0
USC00342944,1080,90,40.3333,50.3333,23.3333,26.6667,0.3333
USC00342944,1000,100,36,54.6667,21.3333,21,0
USC00343353,1000,10,74.3333,92.6667,61,38,0
USC00343353,1000,20,67.3333,83.6667,47.6667,37.6667,0
USC00343353,1020,30,52.3333,68,37.3333,30,0.3333
USC00343353,1000,40,51,74,36.3333,33,0
USC00343353,1000,50,47.3333,59,32.3333,28.6667,0.3333
USC00343353,1020,60,41.6667,60,27.3333,25,0
USC00343353,1050,70,50.3333,68.3333,36.3333,31.3333,0.3333
USC00343353,1040,80,47,56.3333,30.6667,29,0.6667
USC00343353,1080,90,46,55.6667,26.3333,24.3333,0
USC00343353,1000,100,45.6667,56.6667,33,30,0
USC00343628,1000,10,67.3333,83.3333,56,34.6667,0
USC00343628,1000,20,57.3333,81,44.6667,35.3333,0.3333
USC00343628,1020,30,55,74.6667,38,26.6667,0
USC00343628,1000,40,38,57,26.6667,20,0.6667
USC00343628,1000,50,45.3333,56.6667,26.6667,23.3333,0
USC00343628,1020,60,49.3333,63.6667,34.6667,30.3333,0
USC00343628,1050,70,45.6667,58.3333,29,25.3333,0
USC00343628,1040,80,36.3333,48.6667,23,22,0.6667
USC00343628,1080,90,34.3333,46.3333,20.6667,19.6667,0
USC00343628,1000,100,29.6667,44.3333,20.6667,18,0.6667
USC00343821,1000,10,74.3333,85,59,45.6667,0
USC00343821,1000,20,52.6667,74.6667,37.3333,24.3333,0
USC00343821,1020,30,46.3333,75.3333,32.6667,28.6667,0.3333
USC00343821,1000,40,40.3333,61.6667,30.6667,21,0.6667
USC00343821,1000,50,36,49.6667,24.3333,21.6667,0.3333
USC00343821,1020,60,42.3333,52.6667,29,23.6667,0
USC00343821,1050,70,35,49.3333,22,17.3333,0.3333
USC00343821,1040,80,35,46.3333,20.6667,15.6667,0
USC00343821,1080,90,31.3333,46.3333,20,17.3333,0
USC00343821,1000,100,34.3333,50.3333,22.6667,19.6667,0
USC00344001,1000,10,83,88.3333,63.6667,42.3333,0
USC00344001,1000,20,56.3333,81.3333,45,36,0.3333
USC00344001,1020,30,57.3333,75.6667,40,29.3333,0
USC00344001,1000,40,50,70.6667,34.3333,29.3333,0.3333
USC00344001,1000,50,46.3333,69.6667,32.3333,28,0
USC00344001,1020,60,48,67,34.3333,25.3333,0.3333
USC00344001,1050,70,48.3333,66.3333,32,29.6667,0
USC00344001,1040,80,44.6667,69.3333,32.3333,25.6667,0.6667
USC00344001,1080,90,59.3333,66,38.3333,29.6667,0
USC00344001,1000,100,40.3333,55.3333,27.3333,27.6667,0.6667
USC00344019,1000,10,65.6667,78,53.3333,36.6667,0
USC00344019,1000,20,55.3333,71.6667,39.6667,30.6667,0
USC00344019,1020,30,44,63.3333,33.3333,23.6667,0
USC00344019,1000,40,38.3333,55.6667,27.3333,21.6667,0
USC00344019,1000,50,29.3333,53.3333,18.6667,15.3333,0
USC00344019,1020,60,28.6667,40.6667,19,15.6667,0
USC00344019,1050,70,35.6667,52,26.3333,22.3333,0.3333
USC00344019,1040,80,26.6667,44.6667,19.6667,17.3333,0
USC00344019,1080,90,28.3333,43.3333,17.3333,14.6667,0
USC00344019,1000,100,31.6667,42.3333,18.6667,15.6667,0
USC00344055,1000,10,75.3333,91,64,42.6667,0
USC00344055,1000,20,45.3333,64,33.3333,25.6667,0
USC00344055,1020,30,54,66.6667,40.6667,28.3333,1
USC00344055,1000,40,35.6667,58.6667,27.6667,19.3333,0.3333
USC00344055,1000,50,32.6667,46,19.3333,18,0
USC00344055,1020,60,32,52.3333,22.6667,17,0
USC00344055,1050,70,38.6667,55,26.3333,18.6667,0.6667
USC00344055,1040,80,42.3333,50.3333,25.3333,24,0
USC00344055,1080,90,37,54.3333,24,19.6667,0
USC00344055,1000,100,32.3333,53,21,21,0
USC00344235,1000,10,78.3333,91.6667,62.3333,40.3333,0
USC00344235,1000,20,62.3333,81.6667,50,39,0
USC00344235,1020,30,56,75.6667,40.3333,31,0.3333
USC00344235,1000,40,44.3333,63.6667,30.3333,22.6667,0
USC00344235,1000,50,45.6667,67.3333,34,23.6667,0.3333
USC00344235,1020,60,46,60.3333,34.6667,29.3333,0.3333
USC00344235,1050,70,53,74.3333,36.3333,28,0
USC00344235,1040,80,43.3333,59.6667,29.6667,28.3333,0
USC00344235,1080,90,45.6667,61,31.6667,25.6667,0.3333
USC00344235,1000,100,46.3333,55.6667,31,27.6667,0.6667
USC00344298,1000,10,71.3333,90.3333,53.6667,42,0
USC00344298,1000,20,50.3333,71,36.6667,28.6667,0.3333
USC00344298,1020,30,40.6667,71.3333,30.3333,23.6667,0
USC00344298,1000,40,37,58,24,23,0
USC00344298,1000,50,35.6667,52.3333,23.6667,20,0
USC00344298,1020,60,38,53.6667,27.3333,22.3333,0
USC00344298,1050,70,37.6667,61.3333,25,23.3333,0
USC00344298,1040,80,23,35,15.3333,15.6667,0
USC00344298,1080,90,30.3333,42.3333,17.3333,14.6667,0.3333
USC00344298,1000,100,31.6667,44.3333,18.6667,19,1
USC00344451,1000,10,84,94,67.6667,50,0
USC00344451,1000,20,69,86.3333,49.6667,39.3333,0.3333
USC00344451,1020,30,54,72,39.3333,29,0.3333
USC00344451,1000,40,45.6667,63.3333,31.3333,28,1
USC00344451,1000,50,49.6667,68,37.6667,26,0.3333
USC00344451,1020,60,41.3333,53.3333,26.6667,24.6667,0.6667
USC00344451,1050,70,54.3333,65.6667,39.6667,35.6667,0.3333
USC00344451,1040,80,42,51,30,28.3333,0.6667
USC00344451,1080,90,47.3333,60.3333,33,30.6667,0.6667
USC00344451,1000,100,43.3333,64.6667,33,28,0
USC00344573,1000,10,63.6667,75.3333,54.6667,39.6667,0
USC00344573,1000,20,42.3333,57.3333,29.6667,22,0
USC00344573,1020,30,42,64.3333,30,21.3333,0
USC00344573,1000,40,41.6667,61,29,22.3333,0
USC00344573,1000,50,34,46.3333,19.3333,17,0
USC00344573,1020,60,30,49.3333,18.3333,14.6667,0
USC00344573,1050,70,30.3333,43.6667,16.6667,13,0
USC00344573,1040,80,28,40,16.3333,13.3333,0.3333
USC00344573,1080,90,39.6667,51.3333,27.3333,22,0
USC00344573,1000,100,29.3333,40,16.3333,15.6667,0
USC00344766,1000,10,84.6667,97.3333,70.3333,46,0.3333
USC00344766,1000,20,46.6667,72,35.6667,23.3333,0.3333
USC00344766,1020,30,45,61,32,28,0
USC00344766,1000,40,33.3333,56.6667,23.3333,17,0.3333
USC00344766,1000,50,39.3333,51.3333,27.3333,24.6667,0
USC00344766,1020,60,38.3333,50.6667,25,22.6667,0
USC00344766,1050,70,37.6667,50.6667,25.3333,26.3333,0.6667
USC00344766,1040,80,28,49,17.3333,16.6667,0.3333
USC00344766,1080,90,38,49.3333,22,22.6667,0.3333
USC00344766,1000,100,33,47,21.3333,24.3333,0
USC00344861,1000,10,64.6667,80,48.6667,39,0.3333
USC00344861,1000,20,51.3333,72.3333,37.6667,27.3333,0
USC00344861,1020,30,49.6667,65.6667,34.6667,26.6667,0
USC00344861,1000,40,46.6667,63.6667,31.3333,23,0
USC00344861,1000,50,32,51,20,16.6667,0
USC00344861,1020,60,35,46.6667,25.6667,25,0.3333
USC00344861,1050,70,49,64,32.3333,28.6667,0.3333
USC00344861,1040,80,33,44.6667,22,20.3333,0
USC00344861,1080,90,40.3333,53.3333,30,25.3333,0.3333
USC00344861,1000,100,29.6667,40,17.3333,14.3333,0
USC00345581,1000,10,77.3333,89.6667,66,50.3333,0.3333
USC00345581,1000,20,62.3333,82.6667,42.3333,36,0.3333
USC00345581,1020,30,59,75,44.6667,32.3333,0.3333
USC00345581,1000,40,40.3333,59.6667,25.6667,23.3333,0
USC00345581,1000,50,43,62,32.6667,25,0.3333
USC00345581,1020,60,50,62.3333,39,37,0
USC00345581,1050,70,43.3333,57,29,25.6667,0.3333
USC00345581,1040,80,43.3333,66.6667,31.6667,29.3333,0
USC00345581,1080,90,41,57.6667,25,22,0
USC00345581,1000,100,41.6667,56.3333,27,28,0
USC00345779,1000,10,84,94.3333,66.6667,48.6667,0
USC00345779,1000,20,55.6667,71,41.3333,33.3333,0
USC00345779,1020,30,44.3333,64,31.6667,23.6667,0
USC00345779,1000,40,42,63.3333,28.6667,21.3333,0
USC00345779,1000,50,39.6667,55.6667,26,26.3333,0
USC00345779,1020,60,38.6667,60.6667,25.3333,23.3333,0
USC00345779,1050,70,41,57.6667,28,22.6667,0.3333
USC00345779,1040,80,36.6667,47.6667,23.3333,16,0.3333
USC00345779,1080,90,41,53.3333,24.6667,21.6667,0.3333
USC00345779,1000,100,35.3333,50.3333,23.3333,21.6667,0.6667
